RUN	pielou_evenness	shannon_entropy
SRR6684206	0.7336893998163224	2.3257403717709653
SRR6684207	0.8599193895552989	1.996670989946839
SRR6684208	0.7609141918373439	1.7667880398256408
SRR6684209	0.8764556794277789	1.7529113588555578
SRR6684210	0.8190783604858245	2.299443666860752
SRR6684211	0.8027948777286511	1.6055897554573022
SRR6684212	0.8274222143195895	2.6228663639204264
SRR6684213	0.7052900304006756	1.8231482807182309
SRR6684214	0.8064162008532966	2.2638964906924954
SRR6684215	0.9075487782817656	1.815097556563532
SRR6684216	0.7528757305411055	1.74812331070224
SRR6684217	0.7333889676263975	2.200166902879192
SRR6684218	0.8316262160442359	2.494878648132708
SRR6684219	0.8356061237410279	2.648808743004984
SRR6684220	0.6267288018316183	1.7594501866172585
SRR6684221	0.7369622702891236	2.3361151257091803
SRR6684222	0.8251213318015547	2.475363995404664
SRR6684223	0.7927043053737914	2.225402333427368
SRR6684224	0.7699473703874448	2.161515539982502
SRR6684225	0.6723866134913427	2.017159840474028
SRR6684226	0.6873826248266361	1.9297269951439329
SRR6684227	0.7477532249527128	2.2432596748581384
SRR6684229	0.7534983227516201	2.26049496825486
SRR6684230	0.8110033062859641	2.096413134710092
SRR6684231	0.6523478184250997	1.6862946480561365
SRR6684232	0.7848583448284799	1.822384641364041
SRR6684233	0.635481883942304	1.475543240117586
SRR6684234	0.8765295799181894	1.7530591598363787
SRR6684235	0.8298042910336977	2.489412873101093
SRR6684236	0.8851692745913875	2.0552994074048088
SRR6684237	0.7751317706782576	2.1760699916568327
SRR6684238	0.8859970478866719	2.057221437475327
SRR6684239	0.8113582095071649	2.277770463011784
SRR6684240	0.9306090875885682	2.160807385829391
SRR6684241	0.7859208305857964	1.824851656894372
SRR6684242	0.8303967385986417	2.146544429998637
SRR6684243	0.7486717129415784	2.101787218331838
SRR6684244	0.9366737439671472	2.174889081860651
SRR6684245	0.8067407302401609	1.8731939668345765
SRR6684246	0.8237097506912527	2.6110981326480163
SRR6684247	0.9071511358449584	2.5466952062644905
SRR6684248	0.9141801544890744	2.3631214182577307
SRR16602595	0.4785922740840164	1.1112568471917106
SRR16602598	0.7213862331672173	1.6750069620559274
SRR16602603	0.9618340532908408	0.9618340532908408
SRR16602604	0.1753914188570607	0.2779888218367188
SRR16602606	0.2145207903824032	0.4290415807648064
SRR16602607	0.3830270310916484	0.9901105121344672
SRR16602608	0.1874978589177718	0.4353565463524013
SRR16602609	0.2263002586671317	0.6353051450320814
SRR16602610	0.5359580309365686	1.2444560097121289
SRR16602611	0.370133109264623	1.0390950061105246
SRR16602612	0.3191778431161604	1.0117698248003488
SRR16602613	0.3473407487512766	0.6946814975025531
SRR16602614	0.1385578425095281	0.3217213472898518
SRR16602615	0.3553854305369584	1.1265451614074449
SRR16602616	0.3997118944057791	1.1991356832173374
SRR16602617	0.2272567834437979	0.5874502632367261
SRR16602618	0.0878794053784016	0.1757588107568033
SRR16602619	0.3362799782045478	1.1170979073457972
SRR16602620	0.6046810024298278	1.5630777161795832
SRR16602621	0.2253277610740266	0.5231948589958495
SRR16602622	0.2684645065472294	0.6939706821991973
SRR16602623	0.5301268357575551	1.4882541816787955
SRR16602624	0.2323463181183391	0.4646926362366783
SRR16602625	0.1578262950118588	0.3664613085000162
SRR16602626	0.2746714566877601	0.8706879177371103
SRR16602627	0.0840898915943968	0.0840898915943968
SRR16602628	0.2990110220247058	0.5980220440494116
SRR16602629	0.1610782156219164	0.3740120343268522
SRR16602630	0.1671745063280912	0.4321398299346874
SRR16602631	0.2508305478474226	0.5016610956948452
SRR16602632	0.6258755046245766	1.2517510092491533
SRR16602633	0.3447919388835637	0.8912742325649529
SRR16602634	0.4495828397075383	1.043899026496175
SRR16602635	0.578995173394084	1.496680811322251
SRR16602636	0.6195253562067207	1.7392275580864276
SRR16602637	0.2635478041396698	0.6812611908484503
SRR16602638	0.4179852836880166	0.8359705673760331
SRR16602639	0.6300959251228944	1.6287743382998874
SRR16602642	0.3260076525249584	0.516709904200192
SRR16602645	0.4918091293400679	1.3806827799657044
SRR16602646	0.5126215645589991	1.190270412794656
SRR16602648	0.6736121865946022	1.891068487594341
SRR16602650	0.3403522619154936	0.8797978340871763
SRR16602652	0.4380796028461487	1.314238808538446
SRR16602653	0.4744917418958362	1.2265433597025983
SRR16602658	0.3208516401002735	0.508537817853814
SRR16602663	0.579589201813892	1.159178403627784
SRR16602665	0.6211794270028358	1.442333963523918
SRR16602667	0.5402746461131392	1.396589700292858
SRR16602669	0.4952640947663161	1.4857922842989484
SRR16602671	0.3123878171446473	0.7253420491286926
SRR16602672	0.5917235198151973	1.529583109517017
SRR16602673	0.189672497513757	0.5324780194742046
SRR16602674	0.1213936392157474	0.3137980051987804
SRR16602675	0.1314176269105123	0.3397096374974377
SRR16602676	0.3861211953988645	0.3861211953988645
SRR16602677	0.1261697673073624	0.3542033172651866
SRR16602678	0.1486340105747636	0.345117485009329
SRR16602679	0.4274584957223053	1.2000277119413532
SRR16602680	0.2135974363091562	0.495957888362144
SRR16602681	0.1337388723621322	0.3457099699448449
SRR16602682	0.1003957258134648	0.2818464350159763
SRR16602683	0.3347023822229579	0.8651931069483855
SRR16602684	0.2003935777704327	0.6011807333112983
SRR16602685	0.5521348590458339	1.7502260938572165
SRR16602686	0.1356074858099912	0.3505402656359035
SRR16602687	0.4205212547573811	1.0870316743040382
SRR16602688	0.1158266919222099	0.3474800757666298
SRR16602689	0.2385860079253069	0.6167358836836789
SRR16602690	0.2915817441720877	0.7537278745797162
SRR16602692	0.6224257654528212	0.9865214977253834
SRR16602693	0.3240933458997466	0.5136757999843491
SRR16602694	0.4918673279773133	1.3808461641964325
SRR16602696	0.243341873648193	0.6290296182358048
SRR16602697	0.2291409278183184	0.6874227834549553
SRR16602698	0.6391639849599755	1.6522149329330376
SRR16602702	0.2679489654584219	0.5358979309168439
SRR16602704	0.2977140843741842	0.691270696752085
SRR16602705	0.1946242361955495	0.4519034819684404
SRR16602706	0.5687076219998425	1.137415243999685
SRR16602710	0.4572770950099659	1.182044143039467
SRR16602711	0.2875773507447929	0.743376667732025
SRR16602712	0.0595341881474294	0.1190683762948588
SRR16602713	0.3619050382712612	1.0857151148137836
SRR16602714	0.3163348652820169	0.888064241067899
SRR16602715	0.2230624799118624	0.5179350390226013
SRR16602717	0.5549655302333661	1.1099310604667325
SRR16602718	0.3865882458531148	1.1597647375593445
SRR16602719	0.1083270590879923	0.3249811772639771
SRR16602720	0.1484862512864458	0.2969725025728917
SRR16602721	0.2742766473887408	0.869436401869347
SRR16602722	0.1965682119400654	0.5081214566988778
SRR16602723	0.1729516272967962	0.5482436874082471
SRR16602724	0.3603473477632303	0.7206946955264606
SRR16602725	0.1463262244146868	0.4389786732440606
SRR16602726	0.1912873818717481	0.4441555461654596
SRR16602728	0.4772869765938853	1.3399139429748363
SRR16602729	0.2723920551811231	0.7041232481375712
SRR16602730	0.1238670272046764	0.3201916203998959
SRR16602731	0.476181501511199	1.428544504533597
SRR16602732	0.2748459325404688	0.7715900815249974
SRR16602733	0.0680164266885178	0.1758199124228683
SRR16602734	0.4098295751730474	1.361424379883099
SRR16602735	0.1842167094486602	0.5171616859959519
SRR16602736	0.2935500666075013	0.9305316953141748
SRR16602737	0.1609607099039615	0.3737391944990229
SRR16602738	0.2790481672477912	0.7833872458142401
SRR16602739	0.1372707442421147	0.3548397263119511
SRR16602740	0.1773319511508105	0.4117520394982603
SRR16602741	0.2030976178474942	0.4715780648847938
SRR16602742	0.2041487988189737	0.6781676303342569
SRR16602743	0.208314374061007	0.5848123833555171
SRR16602744	0.263919004461578	0.8366034505985214
SRR16602745	0.1865588235509066	0.55967647065272
SRR16602746	0.3775891977323899	1.13276759319717
SRR16602747	0.1546215365872544	0.3996908738819368
SRR16602748	0.4837278264052485	1.2504182918129203
SRR16602749	0.2634152051073877	0.6809184273223693
SRR16602750	0.2480946455893455	0.7864414197776363
SRR16602751	0.209211148281667	0.6276334448450009
SRR16602753	0.4386900287864201	1.3160700863592605
SRR16602754	0.4179185997036526	1.2537557991109578
SRR16602755	0.4869968911880447	1.2588687016888769
SRR16602756	0.2060538404289526	0.5326414506384234
SRR16602757	0.198553622008649	0.6294000905321433
SRR16602758	0.3618082168327372	1.0157240783662698
SRR16602759	0.3992856100437203	1.1209364226630114
SRR16602760	0.376004596241706	1.128013788725118
SRR16602761	0.1610648507866046	0.4521662016262482
SRR16602762	0.2370699221050489	0.612816858690437
SRR16602763	0.4328704694522904	1.2152210430302737
SRR16602764	0.4480246163907739	1.4883055603896451
SRR16602766	0.670845131937087	1.341690263874174
SRR16602767	0.5654444350953215	1.6963333052859644
SRR16602769	0.299159385142265	0.7733157923315529
SRR16602770	0.283793598426887	0.7335958098782216
SRR16602771	0.2158419727606552	0.3421014329073157
SRR16602774	0.3659887592964593	0.9460672184668087
SRR16602777	0.4836614429831459	0.76658525017297
SRR16602778	0.4366726208859193	0.8733452417718386
SRR16602779	0.3957802115788309	0.7915604231576618
SRR16602780	0.0947723923379497	0.244983080297233
SRR12047350	0.5735780766455452	0.9090997427189544
SRR12047351	0.2234589518956437	0.354174059205048
SRR12047352	0.3870754367866587	0.89876133151574
SRR12047353	0.7262812138685119	2.6875598503387663
SRR12047354	0.798382257409291	2.862170454053414
SRR12047355	0.8494653204823607	2.548395961447082
SRR12047356	0.4829308775565961	0.9658617551131922
SRR12047357	0.4697372964309396	1.0906962257994317
SRR12047358	0.3099368832438859	0.4912383375319505
SRR12047359	0.9806630691336672	1.5543141904189812
SRR12047360	0.7822440580894795	1.564488116178959
SRR12047361	0.3796478937004685	0.8815151105479286
SRR12047362	0.2043657261599106	0.4745225212027537
SRR12047363	0.4515143607479033	1.0483838794656646
SRR12047364	0.6742396130507865	2.239775513279392
SRR12047365	0.3835067221869665	0.8904750328240801
SRR12047366	0.3824293814254571	0.8879735250421641
SRR12047367	0.8456536024283625	2.809200460449486
SRR12047368	0.8602610754927006	3.084003696471384
SRR12047369	0.7150026870502278	2.375187514032109
SRR12047370	0.8070596085761728	2.791967528033453
SRR12047371	0.6656287607079855	2.3026971810675647
SRR12047372	0.7353673093020354	2.331059218999884
SRR12047373	0.918227397523745	2.373583389733659
SRR12047375	0.7595964179238541	2.5233246814770536
SRR12047376	0.1446294123024936	0.2292321950007915
SRR12047378	0.2578679799712217	0.4087110783911006
SRR12047380	0.2161754419786691	0.3426299691130126
SRR12047381	0.141560326100711	0.2243678084594854
SRR12047382	0.160815134928514	0.4157010933386218
SRR12047383	0.8977895053395866	3.1058414016525044
SRR12047387	0.8963997287279939	3.1010335644995184
